URL,ID,Título,Fecha de publicación,Idioma,Tipo,Transcripción,URLs encontradas
https://www.youtube.com/watch?v=KnEcJnAhm0g,KnEcJnAhm0g,CREA tu 1er agente IA gratis con n8n (chatbot TELEGRAM) en 9 minutos,2025-02-16T14:30:08Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=od96alQgcig,od96alQgcig,Nadie encuentra trabajo ahora mismo (IA reemplazó mi profesión),2025-02-15T00:45:04Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=4-bX04O8HNw,4-bX04O8HNw,Este JAILBREAK LIBERA cualquier LLM IA en SEGUNDOS (no puedo creer que sea tan FÁCIL),2025-02-14T01:30:02Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=Iheb37qYNww,Iheb37qYNww,IA Deepseek RESPONDE: estás 💀,2025-02-13T08:16:11Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=aSZ-YjuVf_I,aSZ-YjuVf_I,CONSTRUYE lo que SEA con LE CHAT Mistral  - Te muestro cómo,2025-02-12T06:00:01Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=RjvcYiw-yJ8,RjvcYiw-yJ8,3 tareas que solamente GEMINI 2.0 PRO es capaz de hacer GRATIS (RIP DEEPSEEK),2025-02-11T14:30:14Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=1d8_QNjxk7w,1d8_QNjxk7w,Usa ésta alternativa a DEEP RESEARCH (200 usd) GRATIS ¿y MEJOR?,2025-02-09T19:33:26Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=T_fOapGJ_IU,T_fOapGJ_IU,Liberé a CHAGPT 😳#jailbreak,2025-02-09T01:58:51Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=Tc-oUebDqdo,Tc-oUebDqdo,Google ha MUERT0 - Así posicionas SITIOS WEB SEO en ¿ChatGPT? (método secreto ),2025-02-08T05:20:41Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=X1xYzINdypw,X1xYzINdypw,Google GEMINI flash 2.0 destruyó a DEEPSEEK en precios pero... ¿crea CÓDIGO TOP? 🔝,2025-02-07T05:24:16Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=No8TppaBGIQ,No8TppaBGIQ,IA vs IA ¿quién lo hizo MEJOR? #deepseek #o3mini #openai #ia,2025-02-06T07:46:45Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=pP5dIfeqkeU,pP5dIfeqkeU,GOOGLE lanza 3 nuevos MODELOS IA gratis en un día 🤯 - GEMINI FLASH 2.0,2025-02-06T00:25:00Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=sU22GC5cIk8,sU22GC5cIk8,Crea contenido SEO con DEEPSEEK IA %100 humano (GOOGLE ama este truco),2025-02-03T17:32:46Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=QtTfZshFD-Q,QtTfZshFD-Q,Silicon Valley se la COMIÓ a 🇨🇳😳 #deepseek,2025-02-02T23:54:48Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=p7_LdE3uA68,p7_LdE3uA68,O3 MINI está AQUÍ! - ¿OpenAI acabó con el hype de DEEPSEEK? (IA gratis),2025-02-01T01:55:57Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=OKU5567hDAw,OKU5567hDAw,Quieren tumbar DEEPSEEK 🐋 5 alternativas para seguir usando la IA china GRATIS,2025-01-31T04:30:14Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=YLFVc8_su2s,YLFVc8_su2s,Adios OpenAi 👋 hola Deepseek 🐳,2025-01-30T14:58:36Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=HBKZHNmT2ys,HBKZHNmT2ys,¿Quién miente? DEEPSEEK R1 vs Chat GPT o1 en números,2025-01-30T03:31:47Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=ol0CbtPHkNQ,ol0CbtPHkNQ,RE-Construye a la INVERSA cualquier cosa con DEEPSEEK R1 en minutos! (IA gratis),2025-01-29T21:19:46Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=B45NCIY0y-U,B45NCIY0y-U,¿DEEPSEEK engañó a TODOS? 3 verdades sobre la super IA CHINA “gratis”,2025-01-28T23:36:28Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=rMU6uBDw9qo,rMU6uBDw9qo,BROWSER USE supera a OPERATOR de OpenAI (200 USD) y es GRATIS,2025-01-26T13:30:28Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=CuVfN-C7w6c,CuVfN-C7w6c,Deepseek R1 hizo TEMBLAR a OpenAI y Sam Altman lo admite.. ¿demasiado tarde?,2025-01-24T15:21:55Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=cxXMp687NNw,cxXMp687NNw,¡No uses DEEPSEEK R1 ASÍ! ( usa ARQUITECTO IA + Roo Code),2025-01-23T12:00:51Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=3aAM_G6EqZQ,3aAM_G6EqZQ,CONSTRUYE lo que SEA con DEEPSEEK R1 - te enseño cómo (mejor que o1),2025-01-22T04:00:02Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=GKuw1e6hG2Q,GKuw1e6hG2Q,DEEPSEEK R1 🤯  ¿CHINA acaba de CREAR  la IA AGI GRATIS y supera a o1?,2025-01-21T02:24:53Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=Hd5zCzOA6Qg,Hd5zCzOA6Qg,CODESTRAL V2  -¿Un modelo IA 100% GRATIS mejor que 4o para CÓDIGO?  🤯,2025-01-18T04:30:10Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=4Rr7HmH3qmk,4Rr7HmH3qmk,"LLAMACODER v2  ¿supera a bolt.new, es gratis y de META? - Crea apps full stack sin codigo",2025-01-16T13:30:02Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=bEA-Enachr4,bEA-Enachr4,Construye frontends TOP GRATIS con 21ST.DEV IA en segundos,2025-01-15T11:00:57Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=Nvb51bkuWpA,Nvb51bkuWpA,🕸️CRAWL4AI -  haz WEBSCRAPING con IA GRATIS y sin RIESGOS 🕷️,2025-01-14T13:00:26Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=g09oHMMD4PA,g09oHMMD4PA,DEEPSEEK controla tu PC! WEB-UI: el agente IA que hace tareas en tu equipo GRATIS,2025-01-13T04:00:26Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=_Ms30AcvORI,_Ms30AcvORI,"Zuckerberg a programadores de META: ""IA escribirá nuestro Código""",2025-01-12T06:20:00Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=njMXcLYrqo4,njMXcLYrqo4,Integra DEEPSEEK V3 en CURSOR ...te enseño cómo:,2025-01-09T03:03:52Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=cVqsIDXIvdo,cVqsIDXIvdo,Trucazo! GitHub + IA | me das GRACIAS luego,2025-01-07T06:21:53Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=P74bALLe5xU,P74bALLe5xU,CONSTRUYE lo que sea con GROK 2...,2025-01-07T01:31:59Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=Z3EgheX4beM,Z3EgheX4beM,MINIPERPLX - xAI Lanza alternativa a PERPLEXITY gratis  y opensource,2025-01-06T00:02:28Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=ANVYqgYMjx8,ANVYqgYMjx8,Crea tu primer agente IA con SMOLAGENTS gratis,2025-01-05T06:25:01Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=XLtJ5HnrK80,XLtJ5HnrK80,Chat gpt intentó ESCAPAR… otra vez💀 #chatgpt,2025-01-04T01:38:35Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=1Hqb68eRHRc,1Hqb68eRHRc,DEEPSEEK ARTIFACTS  🤯 es mejor que Bolt y 100% gratis? usa V3 sin Costo!,2025-01-03T00:52:47Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=YySrg5vlfRc,YySrg5vlfRc,CONSTRUYE lo que sea con Bolt.DIY  (GRATIS-OPENSOURCE),2025-01-02T04:43:14Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=1_8sTZX1SCM,1_8sTZX1SCM,IA en 2025 - No es lo que piensas,2025-01-01T00:00:00Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=DkjdDStHIBY,DkjdDStHIBY,CONSTRUYE lo que sea  con DEEPSEEK V3,2024-12-31T05:53:18Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=WJ2SZYEpV2k,WJ2SZYEpV2k,DEEPSEEK V3 es 🤯 el futuro es OPENSOURCE.... ¿Supera a SONNET 3.5?,2024-12-28T05:00:48Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=OEROxL6Z1XY,OEROxL6Z1XY,"GEMINICODER supera a bolt.new, es gratis y de GOOGLE- Crea apps full stack en segundos",2024-12-27T04:53:40Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=1doXXfxxh_U,1doXXfxxh_U,Bienvenido a la Cofrad.IA  ( házte patreon),2024-12-24T23:05:58Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=B5JH-G2Najw,B5JH-G2Najw,MULTIPLICA x5 tu productividad c/ REGLAS para agentes IA de Código,2024-12-24T04:22:41Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=JA-1kxbzHKc,JA-1kxbzHKc,Rebelión en la IA - la Guerra que viene en 2025,2024-12-23T00:00:00Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=YZ8fRI6wTMQ,YZ8fRI6wTMQ,Gracias 🙏 Opiniones sobre la Cofrad.IA  (suscríbete)  #ia,2024-12-22T01:24:19Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=WuDDdWjiAk8,WuDDdWjiAk8,DA MIEDO - OpenAI  lanza o3 : la IA más poderosa del mundo…,2024-12-21T02:44:18Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=1jND-PHxbQE,1jND-PHxbQE,Una API para TODO - construye lo que SEA con GEMINI IA MULTIMODAL,2024-12-20T04:26:10Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=JNNrw2oZwr4,JNNrw2oZwr4,Programar VALE CERO! ¿Cuál  agente IA de Código es para tí?,2024-12-19T04:00:19Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=Qp7NPsEZlgE,Qp7NPsEZlgE,Este agente IA te ahorra HORAS es GRATIS y supera a CURSOR -  (SERVIDORES MCP),2024-12-17T14:30:09Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=RpwUSPtg3xY,RpwUSPtg3xY,GEMINI 2.0 es genial y gratis pero ¿es MEJOR que CURSOR? + CLINE  = 🤯,2024-12-16T15:00:26Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=o0fJNgdtMuM,o0fJNgdtMuM,Ya VIVES en una DISTOPÍA  #propositos #2025  #ia,2024-12-15T20:04:11Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=g8SV0o-gir0,g8SV0o-gir0,GEMINI 2.0 flash es algo ESPECIAL... ¿Google hizo un buen MODELO IA al FIN?,2024-12-12T16:26:00Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=KbilimZc4PE,KbilimZc4PE,🤖 este Agente IA  crea imágenes gratis y en tu equipo ! |  FLUX / CLAUDE MCP,2024-12-11T12:00:25Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=tuvPgUMJnSI,tuvPgUMJnSI,🤖CREA tu 1er agente IA GRATIS en minutos con MCP CLAUDE,2024-12-07T04:34:00Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=UAgQCsg23Sg,UAgQCsg23Sg,Jordan Peterson :”IA confirma que este mundo existe” 🤖 #chatgpt,2024-12-06T04:51:46Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=dssWmquxS7Q,dssWmquxS7Q,CLAUDE IA  me da la RAZÓN: la clave del SEO en 2025 es...,2024-12-04T07:00:46Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=C5omysPXSq8,C5omysPXSq8,“La IA es su fin” 💀 CEO de NVIDIA VS programadores 😳 🔥 #jensenhuang,2024-12-04T00:41:34Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=AWimBsna-x8,AWimBsna-x8,"¿CHAT GPT se NIEGA a decir ""David Mayer""?... por esta razón (ROTHSCHILD)",2024-12-03T00:31:27Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=l7jEcaD9DCw,l7jEcaD9DCw,WINDSURF  supera a CURSOR y cuesta la mitad 🤑?  batalla por el trono  de CODIGO IA,2024-11-30T03:18:00Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=-GNtHP3Uo0s,-GNtHP3Uo0s,Aprende a ENGAÑAR a GOOGLE con IA 🤖  SEO gratis sin RIESGOS en 2025,2024-11-29T03:34:50Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=wYjYiBoz_ao,wYjYiBoz_ao,"CURSOR se ACTUALIZA  y usa agentes IA ¿Supera a Bolt.new, y cline?",2024-11-26T22:00:36Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=NJ26p6PHwmU,NJ26p6PHwmU,🐋 DEEPSEEK SUPERA a o1 PREVIEW y es GRATIS? Usa el LLM 🇨🇳  pero ten CUIDADO,2024-11-23T05:14:00Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=YtJsu4SkAnU,YtJsu4SkAnU,¡Google MIENTE!  ASÍ de FÁCIL es  posicionar palabras clave SEO con IA,2024-11-22T02:29:23Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=wullMGxK1OA,wullMGxK1OA,CHAT GPT DESKTOP destruye a Cursor | NUEVA herramienta IA para código de OPENAI (TUTORIAL),2024-11-20T23:22:00Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=lDVHRk-u7Yw,lDVHRk-u7Yw,¿CLINE 🤖 es GRATIS  y DESTRUYE a  BOLT?  la mejor herramienta CODIGO IA es...,2024-11-19T21:52:00Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=hMNymaP-y3A,hMNymaP-y3A,Mi idea MILLONARIA más SIMPLE de implementar con IA… Ahora es TUYA,2024-11-18T04:16:00Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=xs0Q0aqf5W8,xs0Q0aqf5W8,no aprendas PROGRAMACIÓN... mejor aprende CURSOR IA,2024-11-13T22:10:00Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=A1l_KsZcByE,A1l_KsZcByE,GOOGLE NO quiere que lo sepas… SEO con IA en 2025 gratis con PERPLEXITY,2024-11-12T23:10:00Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=EJwv2lBVEiQ,EJwv2lBVEiQ,Crea tu propio sitio web INMOBILIARIO con INTELIGENCIA ARTIFICIAL en minutos,2024-11-01T14:30:06Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=vnd6YWzFEwc,vnd6YWzFEwc,Google Ads ha muerto...  Haz esto con IA GRATIS en 2025,2024-10-30T02:32:00Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=LJSpfK4PFIk,LJSpfK4PFIk,CLAUDE COMPUTER 🤖 |  Anthropic MANTIENE el TRONO de la inteligencia  artificial 👑,2024-10-25T04:15:02Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=y1Ujm8IkWe8,y1Ujm8IkWe8,BOLT.NEW ⚡️ el FIN de Wordpress está cerca  - Creo un sitio PRO en 10 minutos con IA gratis,2024-10-21T05:45:02Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=hIrNBWKUHYk,hIrNBWKUHYk,"OpenAI o1 - El ""mejor modelo de IA"" ¿sirve para algo?",2024-10-18T03:30:20Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=mYWN1IBndGM,mYWN1IBndGM,El episodio final de Los simpsons: acabar con IA una serie artificial,2024-10-17T05:00:00Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=RC5H-89w-tw,RC5H-89w-tw,Haz el SEO de tu WEB en MINUTOS  - INTERLINKING c/ CHATGPT CANVAS / CLAUDE,2024-10-15T23:15:01Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=WU34xDpk4pg,WU34xDpk4pg,Cómo CREAR un SOFTWARE de PAGA con IA GRATIS en minutos (NO CODE),2024-10-14T17:30:04Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=VVJLpyCyczI,VVJLpyCyczI,ROBA mi HACK de CLAUDE  - PLAN SEO LÓGICO con IA GRATIS,2024-10-11T03:45:03Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=-Mgges68bXE,-Mgges68bXE,POSICIONA palabras clave GRATIS con PERPLEXITY SEO sin ARRUINAR tu web,2024-10-10T04:30:00Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=qeYLul_tfWU,qeYLul_tfWU,CANVAS CHATGPT ¿PROMPTS cortos o largos? NO pierdas más tiempo!,2024-10-08T22:45:03Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=9WKJOPVWCM0,9WKJOPVWCM0,CHATGPT CANVAS vs CLAUDE ARTIFACTS | No puedeo creer el ganador...,2024-10-07T21:42:26Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=WtWfso0Ii5s,WtWfso0Ii5s,‘Los Anillos de Poder’ es TODO lo que está MAL con el entretenimiento moderno (ft. familia de orcos),2024-09-06T16:00:33Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=W2QCEaq1p-8,W2QCEaq1p-8,"DISNEY, es por tu bien: CANCELA el estreno de Blanca Nieves... NADIE quiere ver esta MI3RDA",2024-09-01T16:30:07Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=N_aKScC3-4g,N_aKScC3-4g,La Crucifixi0n femenina 🤯 #jordanpeterson,2024-08-29T17:27:46Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=vnhmEqx1Vo8,vnhmEqx1Vo8,Blanca Nieves: la última PESADILLA WOKE que NADIE podrá CREER (Análisis TRAILER),2024-08-21T05:40:37Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=289BXSXMfS4,289BXSXMfS4,¿Diego Ruzzarin NO SABE que defender al DICTADOR MADURO es indefendible?,2024-08-15T04:12:57Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=sW7oANslQ2s,sW7oANslQ2s,Este DEBERÍA ser el FIN de MrBeast (Kris Tyson NO era EL ÚNICO....),2024-08-09T04:52:25Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=qhjITZpFRNs,qhjITZpFRNs,MrBeast sabía TODO lo que Ava Kris Tyson hacía en DISCORD,2024-07-29T07:30:57Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=4249mUR-uHo,4249mUR-uHo,¿Qué ha dicho Elon Musk sobre su hijo que ha DEVASTADO a Jordan Peterson?,2024-07-25T02:15:00Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=NR4AeK_RTok,NR4AeK_RTok,"The ACOLYTE CONFIRMA que DISNEY ODIA a  los FANS de STAR WARS ¿PUEDE ser tan MALA por ""ERROR""?",2024-06-23T07:06:42Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=V99G8dPMJiw,V99G8dPMJiw,STAR WARS ha MUERTO de SID4: DISNEY creó The ACOLYTE para ACABAR para SIEMPRE con la SAGA ORIGINAL,2024-06-15T09:47:05Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=rjWbbLGNOzk,rjWbbLGNOzk,ASI fue el PRIMER MES del ORGULLO  DESCRIPCIÓN ⬇️,2024-06-02T23:55:49Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=WLkOYCxx1fs,WLkOYCxx1fs,"NO digas “CREO en DIOS”, o te puede pasar…",2024-05-20T06:07:09Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=ZFpmNmbYVMI,ZFpmNmbYVMI,El COMPLEJO de VÍCTIMA de las INFLUENCERS FITNESS está DESTRUYENDO tu PROGRESO en el GYM,2024-05-13T20:15:06Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=sFwC-p23TQ4,sFwC-p23TQ4,"Faitelson destruye a la REIMERS, el Futbol FEMENIL NO EXISTIRÍA  sin ESTO",2024-04-05T06:20:29Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=o1IFLYUi7J8,o1IFLYUi7J8,"MUJERES son CULPABLES también de ESTO, según Jordan Peterson",2024-03-20T23:43:51Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=HyaPaGFGNA4,HyaPaGFGNA4,La FRIVOLIDAD del FEMINISMO MODERNO hecha persona,2024-03-20T01:16:46Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=mjaqUloEVaM,mjaqUloEVaM,QUÉ  debes HACER cuando has GANADO? NADIE como DIOS  #motivaciongym  #futbolamericano,2024-02-02T20:25:39Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=el6uwD39EGg,el6uwD39EGg,"El PROBLEMA del ""TEMACH"" y lo que OCULTA:  ANÁLISIS objetivo (Ni fan, ni hater) ¿debe ser CANCELADO?",2024-01-26T06:19:28Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=IS1vF2sWOk8,IS1vF2sWOk8,La VIOLENTA PELÍCULA que se HARÁ REALIDAD ANTES de su ESTRENO? : GUERRA CIVIL (ANÁLISIS TRAILER) EU,2024-01-05T17:06:46Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=Z56d5Spg5uo,Z56d5Spg5uo,"""THE MARVELS"" REVELA que DISNEY piensa ESTO de su AUDIENCIA",2023-11-18T05:48:06Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=UQTRPpu4dk4,UQTRPpu4dk4,SOUTH PARK contra DISNEY y el MIEDO a ser REMPLAZADO por una lesbiana,2023-11-07T21:15:10Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=KW7dlkIKwfo,KW7dlkIKwfo,Rachel Zegler NO es el PEOR problema de Disney…,2023-10-27T02:34:25Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=98cjXZoXaVU,98cjXZoXaVU,¿Del BESO al ABUSO? El OPORTUNO VICTIMISMO de Jenni Hermoso | Appsclavitud 53,2023-09-04T01:12:39Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=Ij7I6G-PGNc,Ij7I6G-PGNc,La lección de MILEI: NO me PISOTEES | Appsclavitud Podcast 51,2023-08-20T23:19:10Z,N/A,N/A,Transcripción no disponible,
https://www.youtube.com/watch?v=PmhnW11707w,PmhnW11707w,SONIDO de LIBERTAD : Lo que NO quieren que SEPAS ❘ Appsclavitud Podcast #45,2023-07-13T06:00:14Z,N/A,N/A,Transcripción no disponible,
